id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|luxus_minoseg_pont|kert_kulso_pont|parkolas_garage_pont|terulet_meret_pont|komfort_extra_pont|allapot_felujitas_pont|lokacio_kornyezet_pont|futes_energia_pont|negativ_tenyezok_pont|van_luxus_kifejezés|van_kert_terulet|van_garage_parkolas|van_komfort_extra|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont
181|Budaörs, Budaörsi Kamaraerdő||162 M Ft||92 m2|1 760 869 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|15|"Kertvárosi nyugalom Kamaraerdő szívében 92 nm-es családi ház eladó!

Eladó egy 1999-ben épült, 92 nm-es családi ház Kamaraerdő csendes, zöldövezeti részén, 1048 nm-es telken, mégis kiváló közlekedési adottságokkal a buszmegálló mindössze 5 perc gyalog, Budaörs központja autóval pár perc alatt megközelíthető.
A szomszéd utcában található óvoda illetve a központban Általános iskolák közül is lehet válogatni.

Az ingatlan nappalival, hálószobával, étkezővel, konyhával, kamrával, fürdőszobával és külön WC-vel rendelkezik, továbbá egy 23 nm-es, leválasztott irodahelyiség is helyet kapott benne, mely korábban garázsként funkcionált.
A ház alatt található egy 21 nm-es pince, valamint beépíthető tetőtér a lehetőségek bővítésére.

A ház Ytong téglából épült, fűtését gázcirkó, a meleg vizet pedig gá..."|https://ingatlan.com/34888115|1048 m2|H|||||||||||||||||||0.0|7.5|4.0|10.0|0.0|0.0|12.0|1.2|0.0|0|1|1|0|0|34.7|0.0|34.7
182|Budaörs, Meredek utca 1.||190 M Ft||100 m2|1 900 000 Ft / m2||||újszerű||||maganszemely|0|"Eladó Budaörsön, a Meredek utca 1. szám alatt egy nettó 95 m²-es, új építésű családi ház.
A 750 m²-es telken kizárólag ez az egy ház kerül megépítésre.

A ház főbb jellemzői:
-1 db 10,5 m²-es szoba
-2 db 12,5 m²-es szoba
-Konyha-étkező-nappali: 31,5 m²
-1 fürdőszoba WC-vel
-1 külön WC
-Fűtés: padlófűtés hőszivattyúval (Gázkészülék elhelyezése is tervbe van véve)
-Használati melegvíz: hőszivattyúval
-Hűtés: helyiségenkénti split klíma
-Antracit színű, műanyag nyílászárók 3 rétegű üvegezéssel
-Elektromos redőnyök
-A ház homlokzati színe: fehér
-Kert: A kert rendezése során 6 db gyümölcsfa és 1 db díszfa kerül elültetésre
-A bal oldali és utcafronti kerítés mentén végig babérmeggy bokrok lesznek ültetve
-Két gépkocsi számára térkövezett beálló kerül kialakításra
-A telek fekvésének köszönhető..."|https://ingatlan.com/34430646|740 m2||||||||||||||||||||0.0|15.0|2.0|12.0|10.0|2.0|1.5|2.4|0.0|0|1|1|1|0|44.9|0.0|44.9
183|Budaörs, Budaörsi Kamaraerdő||285 M Ft||285 m2|1 000 000 Ft / m2||2001 és 2010 között||felújított|gázkazán|||ingatlaniroda|30|Kiváló állapotú, 285 nm-es, 8 szobás, 3 fürdőszobás, 40 nm-es terasszal és 2 garázs férőhellyel rendelkező családi házat kínálunk eladásra Pest vármegye Budaörs városában, . Az ingatlan egy 906nm-es telken található, ami teljesen intim telek. Az ingatlan kiváló állapotban van, és a legmagasabb minőségi szabványoknak megfelelően épült. A fűtés gáz (cirko), és az ingatlan állapota kiváló. A telek rendezett és gondozott, így az új tulajdonosok élvezhetik a kert nyújtotta szépséget. Az ingatlan ideális választás családosok számára, akik szeretnének egy olyan otthont, amely kényelmes és modern, ugyanakkor nyugodt és biztonságos környezetben található. A környék csendes és barátságos, és a közlekedési lehetőségek kiválóak. Az autóval közlekedőknek könnyű hozzáférést biztosít a főváros és a körny...|https://ingatlan.com/34558310|285 m2||||||||||||||||||||3.0|10.0|4.0|0.0|0.0|4.0|6.0|1.2|0.0|1|1|1|0|0|28.2|0.0|28.2
184|Budaörs, Budaörsi Kamaraerdő||350 M Ft||271 m2|1 291 512 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|18|"Budaörs Kamaraerdő csendes, panorámás utcájában, családi házas környezetben eladó egy háromszintes, duplakomfortos családi ház 271 m² lakótérrel, 942 m²-es gondozott telken, első tulajdonostól.

A 2004-ben épült, saját részre tervezett ház igényesen kivitelezett és felújított. A lakótérben nappali, étkező, 4 hálószoba, hobbiszoba, szintenként fürdőszoba, tárolók és egyéb kiszolgáló helyiségek kaptak helyet. A ház vízlágyítóval, riasztórendszerrel (távfelügyeleti lehetőség), automatizált fűtéssel (napkollektor, új gázkazán, vegyes tüzelésű kazán) felszerelt.

A kert automata locsolórendszerrel, esővízgyűjtő ciszternával (4,8 m³), fedett gépkocsi beállóval, valamint elektromosan kiépített, fedett grillező és bográcsozó hellyel rendelkezik.
A tömegközlekedés pár perc sétával elérhető.

Bővebb..."|https://ingatlan.com/34907250|271 m2||||||||||||||||||||3.0|5.0|6.0|18.0|2.5|6.0|7.5|1.2|0.0|1|1|1|1|0|49.2|0.0|49.2
185|Budaörs, Őszirózsa utca||439 M Ft||300 m2|1 463 333 Ft / m2||2018||újszerű|gázkazán, padlófűtés, hűtő-fűtő klíma||önálló garázs - benne van az árban|maganszemely|3|"TULAJDONOSTÓL ELADÓ - Budaörs, igazán csendes utcában, erdei mikroklímával, panorámával, nappali + 5 hálószobával, luxus családi ház.

(INGATLANKÖZVETÍTŐK KIZÁRÓLAG, KONKRÉT ügyfél-érdeklődés esetén keressenek)

EGYMÁSHOZ CSISZOLT NÉZŐPONTOK

Buda környéki település egyik nyugodt, csendes utcájával, a lejtős terepviszonyok panorámás kilátással es kelet-nyugati tájolás okán előnyös benapozási lehetőséggel kínáltak egyedi családi házam megtervezésére és felépítésére.
Mivel a természet minél intenzívebb befogadása is szerepelt a célok között, így épületem karakterét sok üvegfelület és a tájhoz illő anyaghasználat alapozta meg.

Földszintes családi házat képzeltem el, de mivel a panoráma élvezetére is igényt tartottam, ezért egy nagy belmagasságú nappalit készítettünk belső galériával és a hoz..."|https://ingatlan.com/34742832|300 m2|A+++|||||||||||||||||||6.0|7.5|0.0|8.0|0.0|0.0|9.0|0.0|0.0|1|1|0|0|0|30.5|0.0|30.5
186|Budaörs, Budaörsi Kamaraerdő||490 M Ft||300 m2|1 633 333 Ft / m2|||||gázkazán, kandalló|||ingatlaniroda|30|"Budaörsön, teljesen nyugodt és csendes környezetben eladó, ez az egyedi és modern, mediterrán jegyeket hordozó családi ház, csodás panorámás kerttel és teraszokkal és egy medencével.
A 1007 m2 teraszos, panorámás, összközműves telken fekvő, 2006-ban első osztályú anyagokból épített, kiválóan felszerelt, 3 szintes épület.
A bejárati szinten a házba belépve egy tágas előszobába érkezünk. Ezen a szinten kapott helyet kertkapcsolatos tágas, rendkívül világos nappali, egy panorámás, teraszkapcsolatos étkező és egy tágas gépesített konyha. A földszinten található nappalin kívül egy hálószoba saját fürdőszobával és mellékhelyiséggel, illetve egy külön vendég WC is.
Az emeleten további 4 hálószoba, melyből egynek saját fürdőszobája, gardróbja és egy panorámás terasza is van, valamint még egy fürdő..."|https://ingatlan.com/33652235|300 m2||||||||||||||||||||3.0|15.0|0.0|22.0|0.0|0.0|4.5|0.0|0.0|1|1|0|0|0|44.5|0.0|44.5
187|Budaörs, Szarka utca||350 M Ft||271 m2|1 291 512 Ft / m2||2001 és 2010 között||újszerű|gázkazán, hűtő-fűtő klíma, egyéb||önálló garázs - benne van az árban|maganszemely|3|"Budaörs Kamaraerdőn, csendes, panorámás, családi házas környezetben, első tulajdonostól, eladó igényesen, saját részre épített, összközműves, dupla komfortos családi ház, tömegközlekedéshez közel. A ház 2004-ben épült, fel lett újítva, 3 szintes: pinceszint, földszint, emelet (tetőtér), rendezett, szépen parkosított kerttel rendelkezik. A házban 4 szoba, nappali, étkező, szintenként 1 fürdőszoba, hobbyszoba és egyéb kiszolgáló helyiségek találhatók - lásd az alaprajzokat.
Betáplálási ponton, az egész házra vonatkozó, nagyteljesítményű vízlágyító berendezés van. Az egész házban riasztó rendszer van (mozgásérzékelős, üvegtörés és ajtónyitás érzékelős), mobil távfelügyeleti bekötéssel. A fűtési rendszer 2016-ban teljesen felújított, amelynek integrált része a napkollektor, egy új gázkazán és ..."|https://ingatlan.com/34382780|271 m2||||||||||||||||||||3.0|10.0|0.0|18.0|2.5|8.0|9.0|1.2|0.0|1|1|0|1|0|51.7|0.0|51.7
188|Budaörs, Pest megye||169,90 M Ft||133 m2|1 277 443 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán|||ingatlaniroda|22|Eladó egyedi tervezésű ikerház Budaörs népszerű részén!Fedezze fel új otthonát Budaörs egyik LEGNÉPSZERŰBB környékén, a Törökugrató lábánál, egy CSENDES mellékutcában. Ez a különleges, 133 négyzetméteres ikerház ideális választás mindazok számára, akik CSENDES és BIZTONSÁGOS környéken keresnek otthont.Az ingatlan 2003-ban épült, és egész nap benapozott, így a természetes fény minden helyiségben MAXIMÁLIS élményt nyújt. A gondosan KARBA TARTOTT utca és a KEDVES szomszédok tovább növelik az itt élés komfortját.Az ingatlan elosztása kifejezetten előnyös, hiszen NAPPALI + 3 HÁLÓSZOBA került kialakításra, így a lakás kiválóan alkalmas nagyobb családok részére is. Az ingatlan praktikus elrendezése és a NAGYMÉRETŰ nappali biztosítja, hogy a családi hétköznapok zavartalanok legyenek, és bőven mara...|https://ingatlan.com/34839164|410 m2||||||||||||||||||||6.0|2.5|0.0|16.0|0.0|4.0|4.5|0.0|0.0|1|1|0|0|0|33.0|0.0|33.0
189|Budaörs, Törökugrató||169,90 M Ft||133 m2|1 277 443 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|19|"Eladó egyedi tervezésű 133 nm-es ikerház Budaörs népszerű részén, a Törökugrató lábánál egy csendes mellékutcában.
Az ingatlan 2003-ban épült, és egész nap benapozott.
Az ingatlan elosztása kifejezetten előnyös, hiszen nappali + 3 hálószoba került kialakításra, így a lakás kiválóan alkalmas nagyobb családok részére is.
Műszaki tartalom:
- Hagyományos sikalapozás
- Porotherm 38 N-F falazat
- 6 cm külső szigetelés
- Földszinten és az emeleti fürdőszobában padlófűtés
- Minden szobában külön vezérelhető termosztáttal rendelkező radiátorok
- Riasztórendszer
- automata kapu

A környék fejlett infrastruktúrája biztosít minden szükséges szolgáltatást. Óvodák, iskolák és bevásárlási lehetőségek egy karnyújtásnyira találhatóak."|https://ingatlan.com/34680821|410 m2||||||||||||||||||||3.0|2.5|0.0|8.0|5.0|2.0|3.0|0.0|0.0|1|1|0|1|0|23.5|0.0|23.5
190|Budaörs, Aradi utca 42.||249 M Ft||300 m2|830 000 Ft / m2|9 + 1 fél|||||||maganszemely|3|"Budaörs közkedvelt részén, az Aradi utcában eladó egy a 90-es évek végén épült, 140 nm-es alapterületű, kb. 300 nm lakóterületű (190 cm feletti belmagasság), 2 szintes, alápincézett (140nm), több generációs családi ház (nem sorház).
Elrendezés:
A házban jelenleg négy lakás van kialakítva, ebből három teljesen külön bejárattal rendelkezik, a negyedik pedig kisebb átalakítással külön bejáratúvá tehető. Így akár befektetőknek is ideális. 2 lakásban jelenleg is bérlők laknak.
Az alsó szinten két, 68 nm-es, 2 szobás ikerlakás; az emeleten egy 140 nm alapterületű (kb. 120 nm van 1,9 méter belmagasság fölött) 4 szobás lakás; a tetőtérben pedig kb. 20 éve egy 70 nm alapterületű (kb. 35 nm, 190 cm fölött) másfél szobás, kis lakás lett kialakítva.
A 140 nm-es pincében jelenleg egy varroda üzemel, zu..."|https://ingatlan.com/34604173|300 m2||||||||||||||||||||3.0|0.0|0.0|10.0|0.0|0.0|1.5|0.0|0.0|1|0|0|0|0|14.5|0.0|14.5
191|Budaörs, Csikidűlő||399 M Ft||250 m2|1 596 000 Ft / m2|||||hőszivattyú|||ingatlaniroda|16|"Álomotthon Budaörs legjobb helyén – Luxus, Csend és Természet Egy Helyen!

Budaörs szívében, egy csendes zsákutcában elérhető ez a különleges, modern családi ház, mely a nyugalom szigetét kínálja mindössze pár percre a város központjától. A 250 m²-es nettó alapterület a legmagasabb szintű kényelmet és dizájnt biztosít, a ház pedig egyedülálló örökpanorámát és egy 53 m²-es tágas teraszt kínál, ahonnan a Budai-hegység lenyűgöző látványa tárul elénk.

Kiemelt jellemzők:

Feszített víztükrű, sós vizes medence: A tökéletes nyári luxusélmény!
Modern, szinteltolásos kialakítás: A ház a telek legmagasabb pontján épült, hogy a legjobb panorámát élvezhesse.
Három szint: Szuterén, földszint és emelet – minden szinten praktikus és igényes megoldások.
Korszerű gépészet: Bosch hőszivattyús fűtés, légcse..."|https://ingatlan.com/34624293|250 m2||||||||||||||||||||18.0|10.0|0.0|4.0|5.0|0.0|3.0|0.0|0.0|1|1|0|1|0|40.0|0.0|40.0
192|Budaörs, Kertváros - Ganztelep||239,90 M Ft||150 m2|1 599 333 Ft / m2|5 + 1 fél|2025|||hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||udvari beálló - kötelező megvenni|ingatlaniroda|6|"BUDAÖRS KERTVÁROSBAN panorámás, Modern STÍLUSÚ Hőszivattyús Új PRÉMIUM KATEGÓRIÁS ikerház, saját kitzárólagos kerttel eladó!
A ház 150nm alapterületű, NAPPALI + 5szobás, közvetlen TERASZ és KERTKAPCSOLATOS, teljesen szeparált, önálló, saját kertrésszel rendelkező ház zöldövezetben, KIVÁLÓ TÖMEGKÖZLEKEDÉS, INFRASTRUKTÚRA mellett, megbízható, több referenciával is rendelkező beruházó által Eladó!
Földszinten kialakításra került: amerikai konyhás nappali étkező, közvetlenül terasz és a saját kert kapcsolattal, fürdőszoba előszoba és tároló
Az emeleti szinten: 3 hálószoba erkély , 1 fürdőszoba, kapott helyet.
A 3. szinten: 2szoba, fürdőszoba, kapott helyet
IGÉNYES, MINŐSÉGI KIVITELEZÉSŰ, tágas, világos, jó beosztású, igény szerint még burkolatok, válaszfalak alakíthatók, variálhatók.!
Műszaki ..."|https://ingatlan.com/34696129|280 m2|A++|||||||||||||||||||9.0|22.5|0.0|26.0|2.5|2.0|1.5|0.0|0.0|1|1|0|1|0|63.5|0.0|63.5
193|Budaörs, Budaörsi Kamaraerdő||285 M Ft||285 m2|1 000 000 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|30|"Egy kis toszkán oázis a budai agglomeráció közkedvelt településén Budaörsön!

Kiváló állapotú, 285 m2-es, 8 szobás, 3 fürdőszobás, 40 m2-es terasszal és 2 garázs férőhellyel rendelkező családi házat kínálunk eladásra Budaörsön.
Az ingatlan egy 906 m2-es telken található, ami teljesen intim telek.
Az ingatlan kiváló állapotban van, és a legmagasabb minőségi szabványoknak megfelelően épült.
A telek rendezett és gondozott, így az új tulajdonosok élvezhetik a kert nyújtotta szépséget.
Ez a ház ideális választás családosok számára, akik szeretnének egy olyan otthont, amely kényelmes és modern, ugyanakkor nyugodt és biztonságos környezetben található.
A környék csendes és barátságos, és a közlekedési lehetőségek is kiválóak. Az autóval közlekedőknek könnyű hozzáférést biztosít a főváros és a kör..."|https://ingatlan.com/34210356|285 m2||||||||||||||||||||3.0|7.5|4.0|6.0|0.0|4.0|6.0|0.0|0.0|1|1|1|0|0|30.5|0.0|30.5
194|Budaörs, Budaörsi Kamaraerdő||285 M Ft||285 m2|1 000 000 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|22|Budaörs Kamaraerdőn eladó ez a 285 nm-es mediterrán hangulatú családi ház, mesés gondozott 902 nm-es kerttel, ahol csodás ősfák adják a kert igazán különleges hangulatát. A 2000-ben épült ház két külön álló lakrészből áll, de kialakítható egy harmadik lakrész is. Kellemes nagy belső terekkel rendelkezik, mind a földszinti mind az emeleti lakrész. A földszinten a komfort érzetet növeli egy 10 nm-es wellness részleg szaunával és egy 38nm-es szabadidő szobával. Az emeleti részt a rusztikus és mediterrán ízlésvilág találkozása teszi hangulatossá. A konyha az olasz beépített rusztikus stílust tükrözi, ahonnan egy 20 nm-es terasz nyílik, lehetőséget adva a nyári esték családi összejövetelére, melynek a csendes nyugalmat árasztó kert adja a tökéletes hangulatot. Az emeleti részen három kényelmes ...|https://ingatlan.com/34552979|285 m2||||||||||||||||||||3.0|10.0|0.0|2.0|2.5|0.0|6.0|0.0|0.0|1|1|0|1|0|23.5|0.0|23.5
195|Budaörs, Pest megye||137 M Ft||129 m2|1 062 015 Ft / m2||1950 előtt||felújított|hőszivattyú|||ingatlaniroda|29|"!!!Egyedi hangulatú otthon a Kőhegy lábánál felújítva, korszerűen, különleges kisugárzással ELADÓ!!!

Budaörs egyik legszebb, legkülönlegesebb részén, közvetlenül a Kőhegy mellett, eladó ez a szerethető, barátságos, mégis igazán exkluzív, egyedi hangulatú családi ház.

Az épület 1870-ben épült, de az elmúlt években teljes körű felújításon és korszerűsítésen esett át, így minden részlete a mai igényekhez igazodik, miközben megőrizte eredeti karakterét.

A ház belső kétszintes, összesen 129 nm és okosan kialakított elrendezése egyedülálló térélményt nyújt:
Az alsó szinten találhatóak a hálószobák, ahol padlófűtés és mennyezeti hűtés-fűtés gondoskodik a kellemes klímáról.
A felső szinten kapott helyet a világos nappali és a modern konyha, ahol padló- és fal hűtés / fűtés biztosítja a kényelme..."|https://ingatlan.com/34834684|175 m2||||||||||||||||||||15.0|7.5|0.0|4.0|2.5|6.0|1.5|0.0|0.0|1|1|0|1|0|36.5|0.0|36.5
196|Budaörs, Kertváros - Ganztelep||299,90 M Ft||180 m2|1 666 111 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|11|"Budaörs legszebb részén, Budapest 11 ker-hez közel, Álom környezetben panorámás, otthon keresi igényes gazdáját.
A 2 szintes 180nm-es ház kivételes lehetőséget nyújt. Az igazán praktikus elrendezés pedig kényelmes otthont biztosít .

A földszinten: előszoba, nagy nappali terasz és kert kapcsolattal , nagy konyha étkezővel, kamra, fürdőszoba, háztartási helyiség található. Itt + szoba kialakítására van lehetőség!

Az emeleten található 2 nagy méretű szoba ( mely felosztható akár 3 szobává), fürdőszoba, külön WC, közlekedő, gardrób.
A tágas szobák lehetőséget biztosítanak további szoba kialakítására, így az ingatlan könnyedén igazítható az egyedi igényekhez. Továbbá az egyik szobában a nagy belmagasság okán akár galéria is elhelyezhető, így karakteres hangulatos tér alakulhat ki.
A fűtésről ..."|https://ingatlan.com/34714564|1180 m2||||||||||||||||||||9.0|7.5|0.0|30.0|0.0|2.0|1.5|0.0|0.0|1|1|0|0|0|50.0|0.0|50.0
197|Budaörs, Baross utca||219 M Ft||145 m2|1 510 344 Ft / m2|4 + 2 fél|1981 és 2000 között||jó állapotú|gázkazán, házközponti||utca, közterület - ingyenes|maganszemely|2|"Eladó családi ház Budaörs egyik legkedveltebb részén
Budaörsön keres családi házat, otthont?
30 éve Budaörsi lakosként, ajánlunk egy kertes, családi sorházat Budaörs egyik legbékésebb,
zöld parkos, mégis központi utcájában, a Baross utcában.
A két szintes, tetőteres 145 m²-es családi sorház -ikerház- saját, 191 m2-es rendezett kerttel
rendelkezik. Van egy bejárati kisudvar, a hátsó kert pedig egy virágos, bokros, füves oázis.
Fedett terasszal, kézzel épített kemencével; hangulatos helyszín családi és baráti
összejövetelekre.
A családiház tetőtér emeletén 3 szoba, külön konyha, fürdőszoba, gardrób található.
A földszinten egy tágas nappali, külön konyha, kamra, fürdőszoba van.
A beépített garázshelyiségből egy iroda, egy kis hálószoba és egy gardrób lett kialakítva.
A ház folyamatosan karba..."|https://ingatlan.com/34875010|191 m2||||||||||||||||||||0.0|20.0|4.0|24.0|0.0|0.0|12.0|0.0|0.0|0|1|1|0|0|60.0|0.0|60.0
198|Budaörs, Vak Bottyán utca||290 M Ft||138 m2|2 101 449 Ft / m2|6 + 1 fél|1981 és 2000 között||felújított|gázkazán||udvari beálló|maganszemely|0|"Budaörs kertvárosi részén (közel Budapesthez) eladó egy 1994-es, 108 nm-es, teljes körűen felújított, nappalis, konyhás, 2 fürdőszobás, 4,5 hálószobás családi ház 550 nm-es hangulatos kerttel. A telken van egy melléképület, mely jelenleg külön lakásként szolgál. A kis ház 30 nm-es, két szobával, konyhával, fürdőszobával rendelkezik. Tökéletes kétgenerációs ház, együtt, de mégis külön. Ár: 290 M Ft.
Kérem ingatlanosok NE keressenek, köszönöm!
Kérésre küldök több képet!"|https://ingatlan.com/34850315|550 m2||||||||||||||||||||0.0|5.0|0.0|2.0|0.0|4.0|3.0|0.0|0.0|0|1|0|0|0|14.0|0.0|14.0
199|Budaörs, Láng utca 9.||92 M Ft||110 m2|836 363 Ft / m2||1950 és 1980 között||közepes állapotú|gázkazán||udvari beálló|maganszemely|1|Töbszintes családi hát elsöszintje eladó közjegyzöi megosztással. 110m/2es házrész. 3 szoba, fürdőszoba, konyha, előszoba, WC, étkezö, 10m/2 tároló, 20m/2espince,550m/2 kért saját, gépkocsi beállo.|https://ingatlan.com/34756337|550 m2||||||||||||||||||||0.0|0.0|2.0|10.0|0.0|0.0|1.5|0.0|0.0|0|0|1|0|0|13.5|0.0|13.5
200|Budaörs, Szamóca köz||209 M Ft||111 m2|1 882 882 Ft / m2|4 + 1 fél|2014||újszerű|gázkazán, padlófűtés, gáz (konvektor)||udvari beálló - benne van az árban|maganszemely|2|"Eladó Budaörsön Kamaraerdőn 110 m2 alapterületű két szintes modern ikerház, 370nm kerttel. A háznak nincs közös fala a szomszéddal.
Alsó szinten nappali+amerikai konyha, kamra , fürdőszoba és egy dolgozószoba található.
A felső szinten 3 hálószoba, illetve egy nagy fürdő helyezkedik el. Az alsó terasz 26nm a felső szobákhoz 9nm panoráma erkély tartozik
A ház előtt zárt udvaron két kocsibeálló, mely az ingatlan árát képezik.
Padlófűtés, klíma minden szobában , elektromos kapu, redőnykiépítés, riasztó előkészítve
Közelben 1-2 perc sétával elérhetőek a buszjáratok

INGATLAN KÖZVETÍTŐK NE KERESSENEK!!"|https://ingatlan.com/34549842|370 m2||||||||||||||||||||0.0|15.0|2.0|18.0|7.5|0.0|3.0|1.2|0.0|0|1|1|1|0|46.7|0.0|46.7
201|Budaörs, Zombori utca||190 M Ft||270 m2|703 703 Ft / m2||1981 és 2000 között||felújított|gázkazán||önálló garázs|maganszemely|3|"Tulajdonostól eladó.
Kitűnő vétel, befektetésnek is kiváló!

Panoráma, friss levegő, madárcsicsergés, zöld környezet. Nincs közös költség, jó fenntarthatóság, igények szerinti alakíthatóság.
Kitűnő lokáció, jó tömegközlekedés, pár perc sétára van a buszmegálló és a villamos megálló. Ingyenes buszjárat a városon belül. Autóval a Balaton 45 perc, Kelenföld vasútállomás- m4-es metró 8 perc. Minden közel, mégis nyugodt, csendes, biztonságos környék. Sétálva elérhető természetvédelmi területek, a kamaraerdei erdő, a Tétényi fennsík, a patak mellett kialakított, gyönyörű park, játszótérrel, kis tóval, futópályával, kültéri edzőgépekkel, focipályával, bográcsolási lehetőséggel. Elegáns népszerű kertváros, rendezett környék, kedves szomszédok!

Ezen az ingatlanon minden lehetőség adott, az elképze..."|https://ingatlan.com/34678359|270 m2||||||||||||||||||||3.0|12.5|2.0|4.0|0.0|0.0|9.0|0.0|0.0|1|1|1|0|0|30.5|0.0|30.5
202|Budaörs, Budafoki utca||176 M Ft||181 m2|972 375 Ft / m2|6 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán||udvari beálló - benne van az árban|maganszemely|3|"Budaörs egy rendkívül jól megközelíthető csendes részében, a városi uszoda és az általános iskola közvetlen közelében egy 3 szintes sorházat kínálok eladásra. Nagy családosoknak, illetve akik családi vállalkozásban gondolkodnak lehet kiváló választás. Az alsó szint önálló lakrészként, illletve tetszés szerint irodaként is funkcionálhat. Az első emeleten található egy rendkívül világos étkező, ezzel egybekötött felszerelt amerikai konyharész kamrával. Innen nyílik a kertkapcsolatos nappali, kis hálószobával. A hangulatos kert baráti grillezéseknek lehet kivaló helyszíne.

Felső szinten találhatóak a hálószobák illetve egy nagy sarokkádas fürdőszoba. A felső szintek mindegyikén erkély egészíti ki a komfortot.

A ház riasztóval, parkoló-beállóval, padlófűtéssel felszerelt. A ház dél-nyugati f..."|https://ingatlan.com/34596280|260 m2|D|||||||||||||||||||0.0|12.5|2.0|8.0|5.0|0.0|7.5|0.0|0.0|0|1|1|1|0|35.0|0.0|35.0
203|Budaörs, Szabadság út||190 M Ft||240 m2|791 666 Ft / m2||||jó állapotú|gázkazán|||maganszemely|0|"240 m2-es önálló családi ház, eladó Budaörsön


A házba belépve egy előtér fogad minket, ahol elegendő hely van a kabátok és cipők tárolására. Innen nyílik a VILÁGOS és TÁGAS NAPPALI, amely tökéletes tér a család közös időtöltéséhez és kikapcsolódásához. Tovább haladva található az ÉTKEZŐ, ahol elég nagy hely van nagyobb társaság fogadásához és a közös étkezéshez. A KONYHA KÜLÖN HELYISÉGBEN található, ahol zavartalanul süthetünk, főzhetünk.

Ezen a szinten található még egy ZUHANYZÓS fürdőszoba, valamint külön vendég toalettel, amely kényelmet és praktikusságot nyújt az itt élők számára. Ezen kívül egy szoba, mely funkcióját tekintve ideális VENDÉGSZOBÁNAK, de tökéletes akár a gyerekeknek játszószobának.

Az emeleten került kialakításra 3 db HÁLÓSZOBA nyugodt pihenéshez, valamint egy kádas..."|https://ingatlan.com/34232475|240 m2|E|||||||||||||||||||0.0|0.0|0.0|24.0|0.0|2.0|3.0|0.0|0.0|0|0|0|0|0|29.0|0.0|29.0
204|Budaörs, Kőhegy||195 M Ft||240 m2|812 500 Ft / m2|7 + 2 fél||||gázkazán|||ingatlaniroda|11|"EGYEDI LEHETŐSÉG TÖKÉLETES PANORÁMÁVAL

Igazán egyedi kialakítású, 3 szintes, 9 szobás családi ház várja új tulajdonosát!

Az egyedi tervezésű és kivitelezésű épület a Kőhegy szomszédságában helyezkedik el. Igazán csendes környezetben, kisforgalmú utcában.
A parkolás a ház előtt közvetlenül vagy az udvarban is könnyedén megoldható.
A ház alsó szintjén tágas terek lettek kialakítva, melyek műteremként funkcionáltak közel 90nm-en. Ez a szint rengeteg lehetőséget rejt magában. Kialakítható itt garázs, tároló, de akár egy külön lakószint is.

A ház lakótere az 1. és 2.emeleten található. A két szint között biztosított a belső lépcsőn történő átjárás is, de külön bejárattal is megközelíthetőek. Jelenleg 2 generációsként funkcionál a ház.
Mindkét szint ~120nm alapterületű, szintenként kialakítás..."|https://ingatlan.com/34698741|240 m2||||||||||||||||||||9.0|5.0|2.0|6.0|0.0|2.0|6.0|0.0|0.0|1|1|1|0|0|30.0|0.0|30.0
