id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
84|Budapest XI. kerület, Madárhegy||475 M Ft||400 m2|1 187 500 Ft / m2|5|2001 és 2010 között||újszerű|hőszivattyú||önálló garázs - benne van az árban|ingatlaniroda|18|"EXKLUZÍV CSALÁDI HÁZ BELSŐ MEDENCÉVEL!
MADÁRHEGY LEGSZEBB HÁZA!
KOMPLETT ENERGETIKAI KORSZERŰSÍTÉSEN ESETT ÁT!
HŐSZIVATTYÚ ÉS NAPKOLLEKTOROK KERÜLETEK BESZERELÉSRE, ÍGY AZ INGATLAN FENNTARTÁSI KÖLTSÉGEI NAGYON KEDVEZŐEK!

Madárhegy legkeresettebb, felső részén újszerű környezetben eladó egy exkluzív 5 szobával,3 fürdőszobával kertkapcsolatos belső medencével,3 állásos garázzsal rendelkező családi ház 475 M Ft-ért.

Az ingatlan bruttó alapterülete 400 nm D-DNY-i tájolású, csendes mellékutcában található.
2001-ben épült magas minőségi anyagok felhasználásával.
A külső és belső nyílászárók Meranti (trópusi) fából készültek Silver Low-e termo üvegezéssel ,biztonsági fóliával és szúnyoghálóval ellátottak.
Buderus automatikus vezérlőrendszer szabályozza a hűtés-fűtés módját hőszivattyú és gázkaz..."|https://ingatlan.com/34887000|400 m2||||||||||||||||||||9.0|0.0|3.5|7.6|0.0|0.0|0.0|0.0|1|0|1|1|0|0|0|0|20.1|0.0|20.1|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.46811719999999|18.9873738|Budapest XI. kerület, Madárhegy|Budapest prémium kerület|1.3
87|Budapest XI. kerület, Igmándi utca||249 M Ft||290 m2|858 620 Ft / m2|7|1981 és 2000 között||jó állapotú|gázkazán||teremgarázs hely - benne van az árban|ingatlaniroda|19|"Eladásra kínálunk egy jó állapotú családi házat Budapest kertvárosi részén, a XI.kerületben az Igmándi utcában.

A 290 négyzetméteres ingatlan 7 szobával rendelkezik, így több generáció számára is kényelmes otthont biztosíthat.
A házhoz tartozik egy 752 négyzetméteres, gondozott kert, amely ideális helyszín családi és baráti összejövetelekhez.
A gáz cirkó fűtési rendszer minden helyiséget kellemes meleggel lát el a hideg hónapokban.
Az otthonból nyíló 10 négyzetméteres erkélyről gyönyörű kilátás nyílik a környező kertekre.
A környék nyugodt és barátságos, tökéletes választás azok számára, akik a városi nyüzsgéstől távol, de mégis közel szeretnék élni a központi helyekhez.

Amennyiben hirdetésem felkeltette érdeklődését, várom hívását a hét bármely napján. tp"|https://ingatlan.com/34915326|290 m2|D|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4583444|19.0152238|Budapest XI. kerület, Igmándi utca|Budapest prémium kerület|1.3
90|Budapest XI. kerület, Sasadi út||599 M Ft||410 m2|1 460 975 Ft / m2|12|1950 előtt||felújított|hőszivattyú|||ingatlaniroda|30|"PLEASE SEE ENGLISH BELOW

ELADÓ PANORÁMÁS LUXUS VILLAHÁZ Budapest XI. kerületében A Sas-hegy Dél Lejtőjén

Kivételes életérzés BUDA EGYIK LEGSZEBB ZÖLDÖVEZETÉBEN

Panoráma:

A természet ölelésében, mégis karnyújtásnyira a város szívétől, kínáljuk eladásra ezt a 410 m²-es,6 KÜLÖN LAKRÉSZBŐL ÁLLÓ, teljeskörűen felújított villát. Az ingatlan egy 836 m²-es ősfás, arborétumszerű kerttel rendelkezik, mely tökéletes privát életteret és kikapcsolódást nyújt mindezt LENYŰGÖZŐ PANORÁMÁVAL a Gellért-hegyre és a Szabadság-szoborra. Ideális többgenerációs otthonnak, vállalkozásra, befektetésre, vagy akár személyzet elhelyezésére is kényelmes megoldást kínál.

-Hasznos alapterület: 360 m² + 50 m² Home Office
-Telek: 836 m², parkosított, teraszos kialakítás
-Szintek: 3 lakószint + utcaszinti irodablokk, ..."|https://ingatlan.com/34904291|410 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|6.4|0.0|0.0|0|0|0|1|0|1|0|0|10.2|0.0|10.2|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4739405|19.0073047|Budapest XI. kerület, Sasadi út|Budapest prémium kerület|1.3
92|Budapest XI. kerület, Madárhegy||495 M Ft||339 m2|1 460 176 Ft / m2|6|2023||újszerű|hőszivattyú||önálló garázs - benne van az árban|ingatlaniroda|16|"LUXUS CSALÁDI HÁZ MADÁRHEGYEN
MODERN MEGJELENÉS, INNOVATÍV ENERGIAFELHASZNÁLÁS, JÓL ÉLHETŐ TEREK, KIVÁLÓ ELHELYEZKEDÉS, SAJÁT KERT! Új korszerű önálló ház, hőszivattyús rendszerrel

Letisztult formavilágú, bruttó 463 nm-es (nettó 339 nm ) N+5 szobás CSALÁDI HÁZ saját garázzsal 495 M Ft-ért eladó!

INGATLAN
KIVÁLÓ TÁJOLÁSÚ, DÉLNYUGATI FEKVÉSŰ ÉPÜLET földszintjét saját kertje veszi körbe, az emeleti teraszok gyönyörű panorámával rendelkeznek. Az ingatlant tudatos, átgondolt tervezés, és a részletekre való odafigyelés jellemzi. Csendes, forgalomtól mentes.
FÖLDSZINT:Az amerikai konyhás, étkezős nappalihoz egy 59 nm-es terasz kapcsolódik, továbbá dolgozószoba fürdőszobával és kamra.
EMELET: 3 kényelmes méretű halószoba ( mindegyik erkélyes ), gardrób helyiségekkel és saját fürdőszobákkal.
GARÁ..."|https://ingatlan.com/34899073|339 m2|A|||||||||||||||||||9.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|12.8|0.0|12.8|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.46811719999999|18.9873738|Budapest XI. kerület, Madárhegy|Budapest prémium kerület|1.3
93|Budapest XI. kerület, Kelenföld||295 M Ft||192 m2|1 536 458 Ft / m2|6|1981 és 2000 között||jó állapotú|gázkazán, hűtő-fűtő klíma, cserépkályha||önálló garázs - benne van az árban|ingatlaniroda|30|"Kiváló lehetőség befektetőknek vagy összeköltözőknek Kelenföldön! Három az egyben --- több használati elképzelés is lehetséges!
Eladó egy angol típusú sorház Kelenföld zöldövezeti, mégis központi elhelyezkedésű részén.
Három egymásmelletti, osztatlan közös tulajdonú sorház közül a középső kerül eladásra, mely kerítéssel meghatározottan, egyértelműen elhatárolt, kizárólagos használatban van.

A környék
A sorház elhelyezkedése minden szempontból kiváló. Kelenföld egyik legcsendesebb részén lévő ház két utcáról is megközelíthető, mert egy saroktelken helyezkedik el. A lokáció zöldövezeti, Kelenföld kertvárosias része, de pár percre helyezkedik el a tömegközlekedéstől, a belvárostól: közel a metróhoz, a fonódó villamosokhoz (19, 17, 47 stb), bevásárlási lehetőségekhez, iskolákhoz, mégis nyugod..."|https://ingatlan.com/34849089|144 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|0.0|-2.0|0|0|0|0|0|1|0|1|6.4|2.0|4.4|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.463643|19.0335531|Budapest XI. kerület, Kelenföld|Budapest prémium kerület|1.3
95|Budapest XI. kerület, Kelenvölgy||206 M Ft||109 m2|1 889 908 Ft / m2|5|2025||újszerű|hőszivattyú, padlófűtés||teremgarázs hely - kötelező megvenni|ingatlaniroda|14|"Budapest11 ker Kelenvölgy családiházas gyönyörű zöld környezetében eladó ez a 109nm -es 2 szintes, energiatakarékos ikerház jellegű lakóingatlan. A leszeparált saját kert 203nm
Az 2-es ingatlanban kialakításra került:
Nappali kert szint :58,7nm es : amerikai konyha nappali étkezővel + 17,5 nm terasz -kert kapcsolattal, 1 vendég- dolgozó szoba, fürdőszoba került kialakításra
Em szintjén: br 53nm es(nettó: 43,3nm):3 hálószoba, fürdőszoba, előszoba, 5nm tető terasz található
Műszaki tartalom:
-IGÉNYES, MINŐSÉGI KIVITELEZÉSŰ, tágas, világos, jó beosztású A+ energiabesorolású
-hőszivattyús fűtés-H tarifás: mennyezet hűtés és padló fűtés formájában, szintenkénti termosztáttal
- 3 rétegű fehér nyílászárók, redőny és szúnyogháló,
-fehér igényes CPL es belsőajtók és biztonsági bejárati ajtó
- riasz..."|https://ingatlan.com/34815108|203 m2||||||||||||||||||||9.0|0.0|3.5|0.0|0.0|0.0|2.5|0.0|1|0|1|0|0|0|1|0|15.0|0.0|15.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.449382|19.0225258|Budapest XI. kerület, Kelenvölgy|Budapest prémium kerület|1.3
96|Budapest XI. kerület, Bodola Lajos utca||150 M Ft||160 m2|937 500 Ft / m2|4|||felújított||||maganszemely|0|Kedves befektetők. Haszonélvezettel kínálunk egy kivételes lehetőséget Újbudán, Alberfalván. Családi házunkat eladnám haszonélvezettel. Önálló, nem iker ház, nagyon csendes, kert városi környezetben található,csodás, meseszerű kerttel,mondják mások. Az ingatlan 500 m2 telek , főépület ami nettó 80 m2 és egy 90 m2-es melléképület ,ami jelenleg két garzon lakás. Az ingatlanos szerint 250 millió az értéke. Az ingatlanak egy 71 éves és egy 75 éves tulajdonosa van. Tegyél ajánlatot erre a nagyon jó helyen lévő ingatlanra. Ingatlanos segítséget most nem kérek.|https://ingatlan.com/34810179|500 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4513053|19.0295023|Budapest XI. kerület, Bodola Lajos utca|Budapest prémium kerület|1.3
97|Budapest XI. kerület, Oltvány utca||349,90 M Ft||270 m2|1 295 925 Ft / m2|6|2001 és 2010 között||újszerű|gázkazán||önálló garázs - benne van az árban|maganszemely|3|Káprázatos, 3 szintes, 6 szobás otthon madárcsicsergéssel, saját kerttel és dupla garázzsal. Napelemekkel felszerelve, alacsony rezsivel, tágas terek és nagy terasz várja új tulajdonosát. Mégis csak 10 perc a belváros! Ez az igazi béke és kényelmes élet egyszerre. Megtekintés rugalmasan, várjuk hívásod!|https://ingatlan.com/34797330|270 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1|0|0|0|0|0|0|1|4.5|2.0|2.5|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4751809|18.9968137|Budapest XI. kerület, Oltvány utca|Budapest prémium kerület|1.3
98|Budapest XI. kerület, Spanyolrét||379 M Ft||360 m2|1 052 777 Ft / m2|7|2018||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|14|"LUXUS CSALÁDI HÁZ ÖRÖKPANORÁMÁVAL
Elegáns családi házas övezetben 330 nm-es, full panorámás, N+6 szobás, luxuskategóriás duplagarázsos családi ház 379 M Ft-ért eladó
A BEJÁRATI SZINTEN hatalmas nappali amerikai konyhával, panorámasarokkal ( 6m belmagasság ) és egy csodálatos erkéllyel, ahonnan a Budai- hegyek, Budaörs és Budapest látványa csodálatos élményt nyújt.
ÜVEGPADLÓN keresztül betekinthetünk az ALSÓ SZINTRE, ahol a wellness részleg és egy önálló lakás található. A neves lakberendező által újraálmodott ingatlan tökéletes funkciókkal rendelkezik. Így a kikapcsolódást az alsó szinten tökéletesen élvezhetjük a nagy nyílászárókon keresztül érzékelhető természeti környezet segítségével.
Jakuzzi, konditerem, szauna, egy tágas tároló és egy tökéletes kis garzon teraszkapcsolattal található..."|https://ingatlan.com/34784051|360 m2||||||||||||||||||||0.0|16.0|0.0|7.6|0.0|6.4|0.0|0.0|0|1|0|1|0|1|0|0|30.0|0.0|30.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4685414|18.9811917|Budapest XI. kerület, Spanyolrét|Budaörs Törökbálint határ|1.2
99|Budapest XI. kerület, Törökbálinti út||299 M Ft||272 m2|1 099 264 Ft / m2|7 + 1 fél|1950 és 1980 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Eladó egy jó állapotú családi ház a festői Budapest hegyvidéki részén, a Törökbálinti úton.
A 272 négyzetméteres ingatlanban 7+1 szoba található, így bőven van hely nagyobb családoknak vagy akár otthoni munkavégzésre is.
A ház gáz cirkó fűtéssel rendelkezik, ami gazdaságos és kényelmes megoldást nyújt a fűtési szezonban.
A kertre néző kilátás minden évszakban garantálja a nyugodt és kellemes környezetet.
Az ingatlanhoz tartozik egy 10 négyzetméteres erkély és egy 35 négyzetméteres terasz is, tökéletes helyszín családi és baráti összejövetelekhez.
Amennyiben vállalkozása van, gondolkodik annak indításáról, itt a remek alkalom. Az ingatlan fekvése, elhelyezkedése miatt kiváló helyszín lehet a működéshez.

Ne hagyja ki ezt a különleges lehetőséget, fedezze fel ezt a csodálatos családi házat B..."|https://ingatlan.com/34758115|272 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4763059|18.9870264|Budapest XI. kerület, Törökbálinti út|Törökbálint-Tükörhegy|1.2
101|Budapest XI. kerület, Bezdán utca||249,90 M Ft||200 m2|1 249 500 Ft / m2|5|1981 és 2000 között||felújított|gázkazán, hűtő-fűtő klíma, vegyes tüzelésű kazán||önálló garázs - benne van az árban|maganszemely|2|"Tulajdonostól eladó kétgenerációs családi ház Kelenvölgyben!

A XI. kerület Kelenvölgy egyik legcsendesebb utcájában található ez a masszívan megépített, kiváló állapotú, kétgenerációs családi ház. A 200 m²-es ingatlan 600 m²-es telken fekszik, és elektromos kapun keresztül közelíthető meg. A kert végében elektromos garázskapuval ellátott garázs biztosít kényelmes parkolási lehetőséget.

A ház alsó szintjén egy tágas nappali, hálószoba, konyha, fürdőszoba és külön WC található. A nappaliból lépcső vezet az emeletre, ahol további nappali, két hálószoba, két fürdőszoba és két WC helyezkedik el. Mindkét szint klimatizált, az energiahatékonyságról napelemrendszer gondoskodik, míg a fűtést korszerű kondenzációs kazán biztosítja.

A ház kétgenerációs kialakítású, azonban kisebb átalakítással két..."|https://ingatlan.com/34369078|500 m2||||||||||||||||||||9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|9.0|0.0|9.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4433616|19.0281861|Budapest XI. kerület, Bezdán utca|Budapest prémium kerület|1.3
102|Budapest XI. kerület, Kőérberki út||140 M Ft||150 m2|933 333 Ft / m2|5|||jó állapotú|||udvari beálló - benne van az árban|maganszemely|0|"Eladó belterületi ingatlan Budapest XI.ker. Kőérberki út.

Összkomfortos 150 m2 családi ház, több gazdasági épület- és tároló található meg a telken.

Közvetlenül az ingatlanhoz tartozó telekterület ~3.200 m2, kerítéssel elkerített.

Víz, villany telken belül.

M1 autópálya és a Budaőrsi repülőtér 3 percre a telektől található, az Olimpia park közvetlen közelében.


További kérdés és kapcsolatfelvétel okán kérem a hirdetésben szereplő telefonszámot keressék."|https://ingatlan.com/33958007|3200 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4543714|18.9924018|Budapest XI. kerület, Kőérberki út|Budapest prémium kerület|1.3
103|Budapest XI. kerület, Tibavár utca 6.||495 M Ft||353 m2|1 402 266 Ft / m2|9 + 3 fél|2024||felújított|hőszivattyú, gázkazán||önálló garázs - benne van az árban|maganszemely|3|"***A 4 SZINTES ÉPÜLET TÖBBFUNKCIOS IRODAHÁZNAK, SZÉKHÁZNAK, BEMUTATÓTEREMNEK, EGÉSZSÉGUGYI INTEZMÉNYNEK ÉS 3 LAKASOS LAKÓHÁZNAK IS TÖKÉLETESEN MEGFELEL*** (esetleg ezen funkciok barmely kombinaciojara is alkalmas)

A XI. kerület közkedvelt részén található, Kelenföld és Szentimre város határán.
Szerencsés helyszínen két városrész határán, néhány lépésnyire a központtól, de mégis egy csendes utcában (6db haz az egész utcában).

Az alaphaz 2010-ben epult, megvasarlasa utan komplett felujitason, TELJES atepitesen, tetoterkiepitesen esett at. Az atepites 3 evet vett igenybe. 2023-2025 kozott (15cm-es grafitos szigeteles, az osszes 28db! nyilaszaro cserelve lett a legmodernebb 3 retegu uveggel fem/muanyag nyilaszarok, komplett Uj LINDAB lemezteto es Teto szerkezet, uj villanyvezetekek, szerelve..."|https://ingatlan.com/31053850|353 m2|A+|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.47545359999999|19.0257542|Budapest XI. kerület, Tibavár utca 6.|Budapest prémium kerület|1.3
