id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api
166|Budapest XII. kerület, Diós árok||349 M Ft||180 m2|1 938 888 Ft / m2||||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Budán, a zöld erdővel körülvett Diós árok felső részén, nappali és négy szobás ikerház garázzsal, autóbeállóval eladó.

A telek egyedi adottságának köszönhetően a Diós árok és az Ada utca felől is rendelkezik bejárattal.

Az ingatlanhoz tartozó telekrész 763 nm, használati megosztó szerződés rendezi a tulajdonviszonyt.

A házban az öt szobán kívül teraszok, erkély, borospince, kazánhelyiség, tágas, utcai bejáratú garázs és fedett autóbeálló valamint sík és lejtős kertrész is az ingatlan részét képezi.

Felújítás után ideális otthona lehet többgyermekes családnak is.

Remek lokáció, tiszta levegő, a várostól és a Normafától egyaránt tíz percre.

Kérdésével, megtekintési szándékával keressen bizalommal."|https://ingatlan.com/34904831|763 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|1|0|0|0|0|0|1|4.0|2.0|2.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
167|Budapest XII. kerület, Kútvölgy||399 M Ft||160 m2|2 493 750 Ft / m2|4 + 1 fél|2023|||hőszivattyú||teremgarázs hely - benne van az árban|ingatlaniroda|16|Kútvölgyben eladó egy újépítésű 160 nm-es háromszintes, liftes kertkapcsolatos sorház. A földszinten található egy amerikai konyhás nappali kertkapcsolattal, vendég WC, az első emeleten 3 hálószoba, 1 fürdőszoba , a második emeleten 1 hálószoba, 1 gardrób, 1 fürdőszoba és egy panorámás terasz található. Légkondícionáló, elektromos redőny. A sorházhoz tartozik egy nagy kertrész is. 2 db kocsibeállási lehetőség.|https://ingatlan.com/33428893|700 m2||||||||||||||||||||0.0|0.0|3.5|0.0|0.0|3.2|2.5|0.0|0|0|1|0|0|1|1|0|9.2|0.0|9.2|XII. ker. Általános|1.0|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1|||
168|Budapest XII. kerület, Farkasvölgy||650 M Ft||456 m2|1 425 438 Ft / m2||2001 és 2010 között||felújított|gázkazán, hűtő-fűtő klíma, kandalló||teremgarázs hely - benne van az árban|ingatlaniroda|26|"Ősfás díszkert - Intimitás - Több lakóegység - Medence - Panoráma

XII.,Széchenyi hegy - Farkasvölgy határán, forgalommentes mellékutcában, természetvédelmi terület közvetlen szomszédságában, 1513 m2 ősfás telken, magas minőségben megépített, klasszikus formavilágú ,kiváló állapotú , több generációs, bruttó 530m2  villaépület, belső medencével, kerti tóval, botanikus kerttel. 

Több funkciót is betöltő, akár több generáció együttélésére is alkalmas alaprajzolat, térkialakítás!
Külön lépcsőházának köszönhetően alkalmas akár 2 vagy 3 KÜLÖN LAKÁS kialakítására is !(jogilag is megoldható!)

Leírás:
3 lakószint, 456 m2 lakótér, panorámás terasz kapcsolatokkal.
-Alsó szintjén: 165 m2
50 m2-es medence, fitneszterem, hobbiszoba, vendégszoba, közlekedő, garázs 2-3 autónak, kertkapcsolat.

-Középső ..."|https://ingatlan.com/34786797|456 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|3.2|0.0|0.0|0|1|0|0|0|1|0|0|7.2|0.0|7.2|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
169|Budapest XII. kerület, Oltvány köz||780 M Ft||250 m2|3 120 000 Ft / m2|4 + 1 fél|2021||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|18|"12.kerület egyik legkedveltebb részén, csendes de a buszmegállóhoz nagyon közel, jól megközelíthető, ÖNÁLLÓ CSALÁDI HÁZ ELADÓ!
Az ingatlan egy 1074 nm-es kertben helyezkedik el, 3 szinten, összesen 250 nm területű és 2021 ben készült el a teljes felújítása.

A garázs szinten található 2 autónak beálló, 1 helyiség, ami több funkcióra is alkalmas (dolgozó-, hálószoba, fitness) hozzá tartozó tusolóval és mosdó helyiséggel. Itt került kialakításra a mosó-, szárító helyiség.

Az első szint rendkívül impozáns, tágas, összesen 78,5 nm amerikai konyhás nappali/étkező, külön íves pihenő résszel, kilátással a kertre.
Külön gardrób szoba került kialakításra ezen a szinten is, fürdőszoba és 1 hálószobának/dolgozószobának alkalmas helyiség. Az első szint összesen 125 nm.

Az emeleten 3 tágas hálószoba,..."|https://ingatlan.com/34860219|250 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
170|Budapest XII. kerület, Hollós út||900 M Ft||600 m2|1 500 000 Ft / m2|5 + 5 fél|||||||ingatlaniroda|0|Jó állapotú klasszicista villa gyönyörű panorámával, intim telken eladó|https://ingatlan.com/34328660|600 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
171|Budapest XII. kerület, Pinty utca||274,90 M Ft||140 m2|1 963 571 Ft / m2||2025|||hőszivattyú||teremgarázs hely - kötelező megvenni|ingatlaniroda|13|"Kizárólag az Iroda kínálatában!
Eladó a XII. kerületben, a Pinty utcában egy újépítésű 114,5 m2-es, kb. 600 m2-es saját használatú kertrésszel és terasszal, valamint saját garázzsal és tárolóval rendelkező belső kétszintes, 4 szobás luxuslakás.

- A lakáshoz 1 db autóbeálló tartozik (15 m2), mely végében kisméretű tárolóhely (cca. 2,75 m2) biztosított.

- Az épület hátsó, pince szinti részén 1 db cca. 10 m2-es tároló áll rendelkezésre. A tárolók a garázsoktól és a lépcsőházból is megközelíthetőek. A garázsszinti folyosóról a hátsó kertbe lépcsőn lehet kijutni.

- A földszinti belmagasság 2,98 m; az emeleti 2,64 m.

- A lakás kétszintes, belső lépcsővel ellátott. Az alsó szinten amerikai konyhás nappali, valamint kézmosó és mellékhelyiség található. Az emeleten 3 hálószoba, fürdőszobák vann..."|https://ingatlan.com/34705770|600 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|2.5|0.0|0|0|0|1|0|0|1|0|6.3|0.0|6.3|XII. ker. Általános|1.0|Ismeretlen|0.0|fallback|none|0|||
172|Budapest XII. kerület, Pinty utca||234,90 M Ft||115 m2|2 042 608 Ft / m2||2025|||hőszivattyú||teremgarázs hely - kötelező megvenni|ingatlaniroda|12|"Kizárólag az Iroda kínálatában!
Eladó a XII. kerületben, a Pinty utcában egy újépítésű 98,5 m2-es, kb. 380 m2-es saját használatú kertrésszel és terasszal, valamint saját garázzsal és tárolóval rendelkező belső kétszintes, 3 szobás luxuslakás.

- Az épület hátsó, pince szinti részén 1 db cca. 10 m2-es tároló áll rendelkezésre. A tárolók a garázsoktól és a lépcsőházból is megközelíthetőek. A garázsszinti folyosóról a hátsó kertbe lépcsőn lehet kijutni.

- A földszinti belmagasság 2,98 m; az emeleti 2,64 m.

- A lakás kétszintes, belső lépcsővel ellátott. Az alsó szinten amerikai konyhás nappali, valamint kézmosó és mellékhelyiség található. Az emeleten 2 hálószoba, fürdőszobák vannak. A nagy hálószoba saját fürdőszobával (káddal és zuhanyzóval) rendelkezik.

- A földszinti nyílászárók redőn..."|https://ingatlan.com/34705756|380 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|2.5|0.0|0|0|0|1|0|0|1|0|6.3|0.0|6.3|XII. ker. Általános|1.0|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
173|Budapest XII. kerület, Farkasrét||1,44 Mrd Ft||510 m2|2 814 847 Ft / m2||2025|||hőszivattyú, mennyezeti hűtés-fűtés||teremgarázs hely - benne van az árban|ingatlaniroda|5|"Eladó újépítésű, panorámás, minimál stílusban épült luxusvilla csendes, intim környezetben, természetvédelmi terület mellett.

Az ingatlanban tágas, nagy üvegfelületekkel ellátott amerikai konyhás nappali, 5 hálószoba, 3 fürdőszoba és 2 külön vendégmosdó taláható.

A ház fűtése és hűtése energiatakarékos hőszivattyúval megoldott (padlófűtés és mennyezet fűtés-hűtés.
Az ingatlanban központi szellőztetés működik, és okosotthon funkcióval van ellátva (világítás, fűtés-hűtés, árnyékolás, öntözés).
A hatalmas világos üvegfelületű nyílászárók alumíniumból készültek, a legkorszerűbb többrétegű hőszigetelt üvegezéssel.

A telek déli fekvésű, benapozott.

A garázsban 4 autó számára van kényelmes férőhely, a ház előtt 3-4 autó részére vendégparkoló lett kialakítva.

Az ingatlan könnyen megközelíthet..."|https://ingatlan.com/34598201|510 m2||||||||||||||||||||4.5|0.0|0.0|3.8|0.0|3.2|2.5|0.0|1|0|0|1|0|1|1|0|14.0|0.0|14.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
174|Budapest XII. kerület, Fodor utca||854 M Ft||650 m2|1 313 846 Ft / m2|||||gázkazán, hőszivattyú, padlófűtés||önálló garázs - benne van az árban|maganszemely|0|"2000-ben átadott luxus , panorámás villa épület. négy szintes 150 m2 /szintenként . Különleges épitészeti megoldással épült, vasbeton 1,5x1,5 meter (4 darab) cölöp, az épület magasságáig 40x40 vasbeton oszlop ( 4 darab a falazatban elrejtve , nem látható) amelyek tartják a monolit vasbeton födémeket. Belső térelválasztás , tetszés szerint átalakitható.
Beltéri uszoda, szauna, 150 m2 nappali. Igényes anyagokkal megépitett épület , márvány , kerámia , parketta burkolatok.
Teherlift , elektromosan mozgathato válaszfalak.
Mélygarázs 90m2 , 1.80 m belmagasság 4 darab gépkocsi részére, fedett külső tároló 4 darab gepkocsi részére. Elektromos kapubehajtók és garázsbehajtók. Útfűtés.
Padlófűtés , fűtésrendszer 2024-ben modernizálva gáz és hőszivattyú. Háromfázisu áram , 400 Volt ( a garázsban is )..."|https://ingatlan.com/34599624|650 m2||||||||||||||||||||4.5|4.0|0.0|11.399999999999999|0.0|3.2|0.0|0.0|1|1|0|1|0|1|0|0|23.1|0.0|23.1|XII. ker. Budai hegyek - Villa negyed|1.4|Krisztinaváros|0.72|enhanced_4step|aggregated_from_1_sources|1|||
176|Budapest XII. kerület, Moha utca||880 M Ft||765 m2|1 150 326 Ft / m2||2022||újszerű|mennyezeti hűtés-fűtés, padlófűtés||teremgarázs hely - benne van az árban|ingatlaniroda|15|"Exkluzív családi otthon a Szabadság-hegy déli lejtőjén!

Egyben, de mégis külön – ez a három lakásból álló prémium szintű, átalakított ház ideális választás egy család számára, mely egy csendes zsákutcában, a természetvédelmi övezet határán, a Frankhegyre néző panorámás kilátással várja új tulajdonosát.

Lakások részletei:

Lakás 1 (Földszinti): 153 m² + 34 m² terasz
Lakás 2 (Utcaszinti): 102 m² + 53 m² terasz
Lakás 3 (Emeleti): 125 m² + 54 m² terasz
Minden hálószobához saját fürdőszoba tartozik, így az ingatlan luxus komfortot kínál. Az épület átalakítása 2020-2022 között történt (az eredeti építési év 1992), és minden lakást saját Hitachi - Yutaki hőszivattyús rendszerrel láttunk el, amely a padlófűtést és a plafonhűtést biztosítja rendkívül kedvező energiafelhasználással (AA energetikai..."|https://ingatlan.com/34604771|765 m2|A+|||||||||||||||||||9.0|0.0|0.0|11.399999999999999|0.0|3.2|0.0|0.0|1|0|0|1|0|1|0|0|23.6|0.0|23.6|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
177|Budapest XII. kerület, Thomán István utca||459,90 M Ft||400 m2|1 149 750 Ft / m2||2012||felújított|gázkazán||teremgarázs hely|ingatlaniroda|14|"Tulajdonos nevében hirdetem egy elado xiii. Kerületben önálló csaladi hazát. Felújított állapotú, 990nm a telek, 420 nm a haz, 8 szobás, 4 szintje van.

Pince szint: garazs 2 autóra
Foldszint: egy 2 szobás lakas+edző terem
1em: hatalmas nappali + dolgozó szoba/vendég szoba
2em: 2 hálószoba sajat fürdővel"|https://ingatlan.com/33266834|400 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Általános|1.0|Ismeretlen|0.0|fallback|none|0|||
178|Budapest XII. kerület, Fodor utca||435 M Ft||365 m2|1 191 780 Ft / m2||1981 és 2000 között||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|15|"Kizárólag Irodánk kínálatában!
Az ingatlan egy csendes utcában, a Széchenyihegyen található meg. 455 nm-es telken helyezkedik el az ikerház fél, mely 4 szintes, 365 nm-es.
Az 1. szinten található egy 52 nm-es garázs (melyhez fűthető lejárón vagy a házon keresztül juthatunk le) tároló helységek, mosókonyha, fürdőszoba, fitness center.
A földszinten helyezkedik el egy tágas modern étkezős konyha, 53 nm-es nappali, fürdőszoba külön WC és 2 db nagy méretű világos, panorámás erkélyes szoba. Innen nyílik a kert, mely gyönyörűen gondozott és teljes mértékben privát.
Az 1. emeleten 3 hálószoba lett kialakítva, gardrób, fürdő külön WC-vel, és 2 db nagy méretű, világos, panorámás erkély.
A tetőtérben egy nagy méretű szoba, hálószoba és egy fürdőszoba található meg.
Az ingatlan teljeskörűen felújítot..."|https://ingatlan.com/33837229|365 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|0.0|0.0|0|0|0|0|0|1|0|0|6.4|0.0|6.4|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
180|Budapest XII. kerület, Stromfeld Aurél út||600 M Ft||532 m2|1 127 819 Ft / m2||1950 és 1980 között||jó állapotú|gázkazán||utca, közterület|ingatlaniroda|15|"A XII. kerület hegyvidéki részén, 4 szintes, 15 szobás, jó állapotú, többfrontos, napos, világos, egyedi megjelenésű ház eladó, mely tervezését a Makovecz Tervező Iroda végezte.
Az ingatlan 770 nm-es telekre épült, előtte és mögötte lehetőség van új parkolókat kialakítani. Hasznos alapterülete 532 nm, több kicsi, közepes, illetve nagyszoba, oktatóterem, bemutatóterem, valamint „várónak” kialakítható központi terek vannak. Minden szinten találhatóak mellékhelyiségek (8 db). Tartozik hozzá még egy hatalmas kertre néző terasz és egy Gellért hegyre panorámás legfelső emeleti erkély.
Az épületben többzónás biztonsági rendszer van, amely az összes érintett nyílászárót, valamint az összes belső teret felügyeli.
Az ingatlan szintenkénti méréssel és biztosítással ellátott villamos hálózattal rendel..."|https://ingatlan.com/33969067|532 m2||||||||||||||||||||0.0|0.0|3.5|0.0|0.0|3.2|0.0|0.0|0|0|1|0|0|1|0|0|6.7|0.0|6.7|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
181|Budapest XII. kerület, Orbánhegy||2,07 Mrd Ft||590 m2|3 514 583 Ft / m2||2022|||||önálló garázs - bérelhető|ingatlaniroda|1|"P21353

XII.SVÁBHEGYEN PANORÁMÁS 2022-BEN ÉPÜLT MÉG NEM LAKOTT MINIMÁL LUXUSVILLA ELADÓ!

Orbán hegy határán 2022-ben épült még senki által által nem lakott, energiatakarékos, panorámás, igényes anyagokkal kivitelezett nappali + 5 szobás villa eladó.
Csendes utcában, jó közlekedésnél

Részletesebb információt, alaprajzokat találhat saját honlapunkon, ha a piros 'P' betűs logónkra kattint és ott beírja a P21353 azonosító számot."|https://ingatlan.com/33417162|590 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|6.4|0.0|0.0|0|0|0|1|0|1|0|0|10.2|0.0|10.2|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_2_sources|2|||
182|Budapest XII. kerület, Ágnes út||499 M Ft||421 m2|1 185 273 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - kötelező megvenni|maganszemely|3|"Befektetők - Ingatlan fejlesztők figyelmébe .

A Széchenyi - hegyen Budapest egyik kedvelt , exkluziv pihenő negyedében a XII kerületben , egy nyugodt csendes mellékutcában levő félpanorámás , körbenapozott nyolc szobás , elegáns családi házat kínálok eladásra .
Az Ingatlan bruttó 454 m2 nettó / 382, 15 / + 64 m2 terasz .
50 m2 garázs ára : 40 m ft , amely elektromos kapun és fűthető gk. feljáron keresztül közelíthető meg .
A telek mérete 692 m2 . A kert gondozott , szép zöld növényekkel , ősfákkal dúsított .
Igény esetén lehetőség van a szomszédos 290 m2 - es telek megvásárlására , melynek ára külön megbeszélés tárgya .
Az épület déli - délnyugati tájolású , a legideálisabb benapozást nyújtva az épület belső terei számára .
A ház 29 éve épült , jó állapotú , minőségi anyagokból , saját ré..."|https://ingatlan.com/32506655|421 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
183|Budapest XII. kerület, Németvölgy||369 M Ft||270 m2|1 366 666 Ft / m2||||felújítandó|gáz (konvektor)|||ingatlaniroda|11|"Eladó felújítandó VILLAHÁZ érvényes építési tervvel a XII. kerületben!
Németvölgyben nagyon ritkán adódik ilyen lehetőség!

INGATLAN:
- 270nm-es,
- 3 szintes.
- telek összközműves, 1140 nm-es, intim.

LOKÁCIÓ:
- autóval és tömegközlekedéssel is könnyedén megközelíthető,
- 250 m-en belül busz és villamos megálló is található,
- a közelben helyezkedik el a Németvölgyi Általános Iskola, továbbá a Mackós és a Süni óvoda is.

BENNE REJLŐ LEHETŐSÉG:
Az ingatlan befektetésre vagy saját részre egyaránt kiváló.
Adottságai miatt akár magánklinikának, cégközpontnak vagy wellness panziónak is remek lehetőség.

Várom hívását amennyiben szeretné megtekinteni!"|https://ingatlan.com/33485703|270 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. ker. Németvölgy|1.15|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
184|Budapest XII. kerület, Őzike út 14.||430 M Ft||438 m2|981 735 Ft / m2|3 + 2 fél|1981 és 2000 között||felújítandó|gázkazán||önálló garázs|maganszemely|0|"Valósítsa meg álmai otthonát Budapest egyik legcsodálatosabb részén!

Eladó egy 90’es években épült, felújítandó, jelenleg 4 szintes, nappali + 4 hálószobás, nagy teraszos, wellness részleggel rendelkező villaház a XII. kerület egyik leggyönyörűbb részén, a Svábhegyen, egy átmenő forgalomtól mentes, csendes kis utcában, az Őzike utcában. A 438 nm-es villaház 841 nm-es telken helyezkedik el.

A környék természetvédelmi területekkel tarkított, atmoszférája páratlan, itt élni igazán kiváltságos. A telek pazar elhelyezkedéséből fakadóan kiváló lehet cégközpontnak - impozáns székhelynek, orvosi központnak, vagy akár nagykövetségi rezidenciának, de családok számára is kiváló választás. A ház számos lehetőséget tartogat a svábhegyi idill szerelmeseinek.
A környék infrastrukturális ellátottsága ki..."|https://ingatlan.com/34184377|438 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|1|0|0|0|0|0|1|4.0|2.0|2.0|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
185|Budapest XII. kerület, Kútvölgy||275 M Ft||265 m2|1 037 735 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||teremgarázs hely - benne van az árban|ingatlaniroda|18|"Svábhegyen háromszintes, panorámás ikerházfél nagy telekkel és garázzsal

Lakótér: 225 m² + 40 m² terasz
Telek: 600 m²
Szobák: nappali + 4 szoba
Garázs: 3 autó számára biztosított parkolás
Állapot: azonnal költözhető, tehermentes

Ez a kivételes adottságú, háromszintes ikerházfél Budapest egyik legzöldebb és legnyugodtabb részén,
Svábhegyen közvetlen közelében található. A Normafa, Svábhegy és a Fogaskerekű egyaránt elérhető közelségben van, mégis csend, madárcsicsergés és panoráma várja az új tulajdonost.

A ház főbb jellemzői:
225 m² lakótér, összesen 3 szint
Nappali + 4 szoba (ebből egy manzárd jellegű), mindegyik szoba külön nyíló, erkélykapcsolatos
A szobák négy égtáj felé tájoltak, így a házat egész nap természetes fény járja át
Minden szinten mellékhelyiségek, fürdőszoba a földszint..."|https://ingatlan.com/34860971|265 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|2.5|0.0|0|0|0|0|0|1|1|0|5.7|0.0|5.7|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
186|Budapest XII. kerület, Agancs út 18.||1,10 Mrd Ft||601 m2|1 830 282 Ft / m2||1981 és 2000 között||felújítandó|||önálló garázs|ingatlaniroda|5|"Páratlan lehetőség a XII. kerületben – Exkluzív villa felújításra, óriási telekkel és fejlesztési potenciállal

Cím: Budapest XII. kerület, Agancs út 18.
Irányár: 1,1 milliárd Ft
Telek mérete: 1831 m²
Hasznos alapterület: 601 m²
Szintek száma: 3
Állapot: felújítandó
Megközelíthetőség: két utcáról – Agancs út és Karthauzi utca felől
________________________________________
Főbb jellemzők:

Ez a kivételes adottságokkal rendelkező, háromszintes családi villa Budapest egyik legkedveltebb zöldövezeti részén, a XII. kerületi Agancs úton a svábhegyen található. A közel 2000 m²-es, parkosított, intim kerttel rendelkező ingatlan rengeteg lehetőséget rejt magában, akár luxusrezidenciának, akár befektetési célra.

Alsó szint – Wellness és funkcionalitás egyben:
•Beltéri úszómedence
•Jacuzzi
•Szauna
•..."|https://ingatlan.com/34834785|601 m2||||||||||||||||||||0.0|8.0|0.0|7.6|0.0|3.2|0.0|-2.0|0|1|0|1|0|1|0|1|18.8|2.0|16.8|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
187|Budapest XII. kerület, Istenhegy||520 M Ft||350 m2|1 485 714 Ft / m2||1981 és 2000 között||jó állapotú|hőszivattyú, gázkazán, hűtő-fűtő klíma||önálló garázs - benne van az árban|ingatlaniroda|22|"Hegyvidék - Wellnes - Hatalmas intim díszkert – ÚJ Hőszivattyús fűtésrendszer

XII. kerület, Istenhegy legszebb villanegyedében, csendes egyirányú mellékutcában, 2100 m2 ősfás, panorámás díszkertben, teljesen szeparált családi ház, összesen 350 m2 lakóterülettel, 950 m2 saját telekrésszel.

Főbb adatok röviden:

B épület:
Saját kert 950 m2
4 szinten, ~350 m² + terasz és erkély kapcsolatok
6-7 hálószoba, több fürdőszobával, mosókonyha
Nagyméretű nappali, konyha, étkező terasz és kertkapcsolattal
Wellness szint (medence, szauna, öltözők, gépészet)
Alsó és legfelső szintjén önálló apartman, vendéglakás kialakítva

Garázshely, plusz udvari beálló

2022-ben korszerűsített elektromos hőszivattyús fűtési rendszer + gázkazán
Prémium fa-fém nyílászárók, kiváló minőségű belső anyagok, alacsony fennt..."|https://ingatlan.com/34800107|350 m2|C|||||||||||||||||||18.0|4.0|0.0|3.8|0.0|3.2|0.0|0.0|1|1|0|1|0|1|0|0|29.0|0.0|29.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
188|Budapest XII. kerület, Farkasrét||399 M Ft||410 m2|973 170 Ft / m2||1981 és 2000 között||közepes állapotú|gázkazán, padlófűtés, kandalló||önálló garázs - benne van az árban|ingatlaniroda|11|"KIVÁLÓ ELHELYEZKEDÉSŰ, PANORÁMÁS, TÁGAS IKERHÁZ ELADÓ a XII. kerület FARKASRÉT LEGJOBB RÉSZÉN!

Szeretne egy olyan otthonra lelni, amely békét, nyugalmat és természetközeli élményt kínál, miközben Buda panorámájában gyönyörködhet? Farkasrét legszebb részén, közvetlenül az erdő mellett, egy csendes zsákutcában, az Öröm utcában eladó egy 330 m²-es, 4 szintes ikerház, amely kiválóan alkalmas nagycsaládosoknak, vagy akár két generációnak is!

Az ingatlan főbb jellemzői:

Telek mérete: 1.300 m²
Lakóterület: 330 m²
2 nappali, 5 szoba, 4 fürdőszoba – bőséges hely minden családtagnak!
Tágas konyha és étkező, valamint külön kamra és gardróbszoba.
Terasz a csodás kilátás élvezetéhez, plusz további extra helyiségek: műhely, tároló, garázs, üvegház.
Kertben fügefa és egyéb gyümölcsfák – itt a természe..."|https://ingatlan.com/34395875|410 m2|B|||||||||||||||||||0.0|0.0|0.0|0.0|2.8|3.2|0.0|0.0|0|0|0|0|1|1|0|0|6.0|0.0|6.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
190|Budapest XII. kerület, Csillebérc||753,68 M Ft||870 m2|866 293 Ft / m2||2020|||mennyezeti hűtés-fűtés||önálló garázs - benne van az árban|ingatlaniroda|4|"Szabadsághegy déli lejtőjén természetvédelmi terület határán eladó egy befejezés előtt álló 3 +1 lakásos családi ház.

Telekterület: 1600 m²
A telekhasználatot az alapító okiratban, a telekmegosztási jog szabályozza, lakásonként eltérő nagyságban. Albetétek száma: 3+1
Lakások megosztása:
Földszinti lakás közvetlen kertkapcsolattal
Utcaszinti lakás
Emeleti lakás
Különálló lakóépület közvetlen kertkapcsolattal
Az épületen belül található – közös területen elhelyezkedő – wellness részleg minden lakóegységből megközelíthető
Úszómedence, pezsgőfürdő, szauna (finn és infra kivitelben), gőzkabin
Pakolási lehetőség: Lakásonként 1-1 garázs épületen belül, 1-1 felszíni beálló telken belül
Tároló(k): Épületen belül

Medencés ,panorámás,luxus ingatlan a XII.kerületben.
Akár egyben vagy külön,külön is ..."|https://ingatlan.com/32263378|870 m2||||||||||||||||||||0.0|12.0|0.0|3.8|0.0|3.2|0.0|0.0|0|1|0|1|0|1|0|0|19.0|0.0|19.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
191|Budapest XII. kerület, Határőr út||967,02 M Ft||399 m2|2 423 602 Ft / m2||||felújított||||ingatlaniroda|17|"Kissvábhegy egyik patinás és csendes utcájában eladó igényesen kialakított örök panorámás klasszikus villa.

Fejlesztők figyelmébe!
Az ingatlan alkalmas 3 lakásos társasház fejlesztésére is! Műemléki vagy helyi védettség alatt nem áll!
Az ősfás, parkszerű telken – amely két utcafronttal rendelkezik – két garázs is található (1 db 2 beállós, kb. 40 m2 és 1 db 1 beállós, kb. 15 m2.)."|https://ingatlan.com/34903066|399 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
